max_emission
2624.72
2955.05
4011.99
5347.07
5347.07
6197.47
6197.47
9162.99
11922.03
11922.03
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
15216.78
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
19466.87
